poem_id,master_poem_id
skvr14107550,skvr09112840
skvr14109080,skvr09114480
skvr14122540,skvr09300670
skvr14122560,skvr09301130
skvr14122780,skvr09302470
skvr14123620,skvr09303530
skvr14124430,skvr09305460
skvr14121080,skvr09307140
skvr14121560,skvr09308180
skvr14121580,skvr09308620
skvr14124920,skvr09310110
skvr14126840,skvr09315490
skvr14128390,skvr09318010
skvr10110021,skvr10100460
skvr10115551,skvr10100940
skvr10106290,skvr10106082
skvr10106280,skvr10106083
skvr10110140,skvr10110171
skvr10113580,skvr10112270
skvr11105720,skvr10120550
skvr10121521,skvr10122030
skvr10122761,skvr10122430
skvr10122801,skvr10122520
skvr10122031,skvr10122620
skvr10122802,skvr10122620
skvr10122921,skvr10123480
skvr10125310,skvr10125280
skvr10138150,skvr10127730
skvr10130720,skvr10130640
skvr10124051,skvr10130731
skvr10138121,skvr10131250
skvr10132691,skvr10132960
skvr10146121,skvr10133130
skvr10138541,skvr10136680
skvr10121430,skvr10136871
skvr10137771,skvr10137880
skvr10134281,skvr10138010
skvr11111150,skvr10138620
skvr10136771,skvr10138630
skvr10130721,skvr10139341
skvr10139870,skvr10140370
skvr11119970,skvr10140740
skvr10141130,skvr10141100
skvr10140791,skvr10142170
skvr10143110,skvr10142570
skvr10145850,skvr10142570
skvr10141891,skvr10143300
skvr10121191,skvr10143340
skvr10144051,skvr10143370
skvr10144281,skvr10143380
skvr10143371,skvr10144170
skvr10144641,skvr10145310
skvr10140501,skvr10145370
skvr10141861,skvr10145370
skvr10145371,skvr10145420
skvr10127430,skvr10146470
skvr10145900,skvr10146470
skvr10149600,skvr10149430
skvr10140751,skvr10151520
skvr10120951,skvr10152020
skvr10151340,skvr10152020
skvr11105770,skvr10152090
skvr11105750,skvr10152121
skvr10148230,skvr10152650
skvr10148250,skvr10152760
skvr10133620,skvr10154670
skvr10107050,skvr11100800
skvr10108380,skvr11101330
skvr10104680,skvr11101550
skvr10105160,skvr11101560
skvr10109490,skvr11103630
skvr11106300,skvr11111840
skvr12142120,skvr12100430
skvr12142150,skvr12100490
skvr12142410,skvr12100550
skvr12182500,skvr12112200
skvr12182820,skvr12119170
skvr12182980,skvr12121740
skvr12183400,skvr12128480
skvr12184060,skvr12132920
skvr12175400,skvr12138170
skvr12185170,skvr12145620
skvr12172250,skvr12149720
skvr12179470,skvr12154530
skvr12186880,skvr12166140
skvr12167880,skvr12167351
skvr12186950,skvr12168060
skvr12170900,skvr12169920
skvr12171010,skvr12169920
skvr12174890,skvr12175020
skvr12176550,skvr12176530
skvr13046830,skvr13036790
skvr13110880,skvr13099050
skvr03146340,skvr13100720
skvr14114440,skvr13120020
skvr14120880,skvr13128400
skvr14102540,skvr13132960
skvr09100050,skvr14100220
skvr09103730,skvr14102420
skvr09117990,skvr14103030
skvr09120970,skvr14103950
skvr09120980,skvr14103960
skvr09131500,skvr14104670
skvr09110490,skvr14106340
skvr09116180,skvr14107360
skvr09113300,skvr14107450
skvr09113290,skvr14107470
skvr09112200,skvr14107510
skvr09111990,skvr14107580
skvr09113280,skvr14108070
skvr09115440,skvr14108620
skvr09115430,skvr14108740
skvr09120320,skvr14109530
skvr09107480,skvr14110460
skvr09106280,skvr14110970
skvr09119780,skvr14114200
skvr09105550,skvr14114750
skvr09124870,skvr14115590
skvr09124860,skvr14115610
skvr09126250,skvr14115800
skvr09123350,skvr14116140
skvr09133870,skvr14116610
skvr09126850,skvr14117110
skvr09130490,skvr14119180
skvr09307620,skvr14121150
skvr09308650,skvr14121730
skvr09306600,skvr14122140
skvr09306590,skvr14122160
skvr09301320,skvr14122470
skvr09302980,skvr14122970
skvr09302880,skvr14122980
skvr09312400,skvr14123310
skvr09312390,skvr14123330
skvr09303280,skvr14123540
skvr09303600,skvr14123710
skvr09304560,skvr14123940
skvr09305120,skvr14124180
skvr09312090,skvr14125620
skvr09315000,skvr14126650
skvr09316660,skvr14127520
skvr09318570,skvr14128280
skvr01111230,skvr15104170
skvr01111840,skvr15104170
skvr09119860,skvr14114210
skvr01106451,skvr01100833
skvr01106540,skvr01101030
skvr01101840,skvr01102590
skvr01106350,skvr01103040
skvr01101250,skvr01103290
skvr01206500,skvr01103350
skvr01100770,skvr01104100
skvr01100771,skvr01104101
skvr01102710,skvr01106460
skvr01103621,skvr01107592
skvr01101240,skvr01114670
skvr12156130,skvr01207140
skvr07139531,skvr07102500
skvr07102750,skvr07105810
skvr07129630,skvr07109990
skvr07129150,skvr07110310
skvr13016230,skvr07115470
skvr13018800,skvr07116140
skvr13021030,skvr07117930
skvr13019840,skvr07119340
skvr13019790,skvr07120140
skvr13021300,skvr07121410
skvr13022850,skvr07121430
skvr13037500,skvr07124920
skvr13025820,skvr07126190
skvr13061780,skvr07135580
skvr13058940,skvr07136150
skvr13085030,skvr07201030
skvr13086220,skvr07201980
skvr06100390,skvr07204490
skvr13094550,skvr07205070
skvr07218070,skvr07208180
skvr13086970,skvr07208310
skvr07228270,skvr07208440
skvr07106630,skvr07209820
skvr13088260,skvr07211200
skvr13101670,skvr07230820
skvr13095440,skvr07235210
skvr07132630,skvr07239582
skvr07210670,skvr07241650
skvr13099960,skvr07246990
skvr12100960,skvr12179210
